_url,_position,constituency,party,candidate,votes,votes/_source,share,share/_source
http://www.bbc.co.uk/news/politics/constituencies/E14000663,7,"TUSC (TUSC) , with candidate Chris Fernandez , have the following results: 225 total votes taken. 0.6% share of the total vote +0.6% change in share of the votes",(TUSC),", with candidate Chris Fernandez",225,225,0.6,0.6
http://www.bbc.co.uk/news/politics/constituencies/E14000663,8,"British Independents (BI) , with candidate David Gale , have the following results: 143 total votes taken. 0.4% share of the total vote +0.4% change in share of the votes",(BI),", with candidate David Gale",143,143,0.4,0.4
http://www.bbc.co.uk/news/politics/constituencies/E14000662,1,Derby North,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000662,2,"Conservative (CON) , with candidate Amanda Solloway , have the following results: 16,402 total votes taken. 36.7% share of the total vote +5.0% change in share of the votes",(CON),", with candidate Amanda Solloway",16402,"16,402",36.7,36.7
http://www.bbc.co.uk/news/politics/constituencies/E14000662,3,"Labour (LAB) , with candidate Chris Williamson , have the following results: 16,361 total votes taken. 36.6% share of the total vote +3.5% change in share of the votes",(LAB),", with candidate Chris Williamson",16361,"16,361",36.6,36.6
http://www.bbc.co.uk/news/politics/constituencies/E14000662,4,"UKIP (UKIP) , with candidate Tilly Ward , have the following results: 6,532 total votes taken. 14.6% share of the total vote +12.8% change in share of the votes",(UKIP),", with candidate Tilly Ward",6532,"6,532",14.6,14.6
http://www.bbc.co.uk/news/politics/constituencies/E14000662,5,"Liberal Democrat (LD) , with candidate Lucy Care , have the following results: 3,832 total votes taken. 8.6% share of the total vote -19.5% change in share of the votes",(LD),", with candidate Lucy Care",3832,"3,832",8.6,8.6
http://www.bbc.co.uk/news/politics/constituencies/E14000662,6,"Green Party (GRN) , with candidate Alice Mason-Power , have the following results: 1,618 total votes taken. 3.6% share of the total vote +3.6% change in share of the votes",(GRN),", with candidate Alice Mason-Power",1618,"1,618",3.6,3.6
http://www.bbc.co.uk/news/politics/constituencies/E14000664,1,Derbyshire Dales,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000664,2,"Conservative (CON) , with candidate Patrick McLoughlin , have the following results: 24,805 total votes taken. 52.4% share of the total vote +0.3% change in share of the votes",(CON),", with candidate Patrick McLoughlin",24805,"24,805",52.4,52.4
http://www.bbc.co.uk/news/politics/constituencies/E14000664,3,"Labour (LAB) , with candidate Andy Botham , have the following results: 10,761 total votes taken. 22.7% share of the total vote +3.4% change in share of the votes",(LAB),", with candidate Andy Botham",10761,"10,761",22.7,22.7
http://www.bbc.co.uk/news/politics/constituencies/E14000664,4,"UKIP (UKIP) , with candidate John Young , have the following results: 5,508 total votes taken. 11.6% share of the total vote +7.8% change in share of the votes",(UKIP),", with candidate John Young",5508,"5,508",11.6,11.6
http://www.bbc.co.uk/news/politics/constituencies/E14000664,5,"Liberal Democrat (LD) , with candidate Ben Fearn , have the following results: 3,965 total votes taken. 8.4% share of the total vote -14.1% change in share of the votes",(LD),", with candidate Ben Fearn",3965,"3,965",8.4,8.4
http://www.bbc.co.uk/news/politics/constituencies/E14000664,6,"Green Party (GRN) , with candidate Ian Wood , have the following results: 2,173 total votes taken. 4.6% share of the total vote +2.9% change in share of the votes",(GRN),", with candidate Ian Wood",2173,"2,173",4.6,4.6
http://www.bbc.co.uk/news/politics/constituencies/E14000664,7,"Humanity (HUM) , with candidate Amila Y'Mech , have the following results: 149 total votes taken. 0.3% share of the total vote +0.2% change in share of the votes",(HUM),", with candidate Amila Y'Mech",149,149,0.3,0.3
http://www.bbc.co.uk/news/politics/constituencies/E14001040,1,Wimbledon,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14001040,2,"Conservative (CON) , with candidate Stephen Hammond , have the following results: 25,225 total votes taken. 52.1% share of the total vote +3.0% change in share of the votes",(CON),", with candidate Stephen Hammond",25225,"25,225",52.1,52.1
http://www.bbc.co.uk/news/politics/constituencies/E14001040,3,"Labour (LAB) , with candidate Andrew Judge , have the following results: 12,606 total votes taken. 26.0% share of the total vote +3.8% change in share of the votes",(LAB),", with candidate Andrew Judge",12606,"12,606",26,26
http://www.bbc.co.uk/news/politics/constituencies/E14001040,4,"Liberal Democrat (LD) , with candidate Shas Sheehan , have the following results: 6,129 total votes taken. 12.7% share of the total vote -12.3% change in share of the votes",(LD),", with candidate Shas Sheehan",6129,"6,129",12.7,12.7
http://www.bbc.co.uk/news/politics/constituencies/E14001040,5,"UKIP (UKIP) , with candidate Peter Bucklitsch , have the following results: 2,476 total votes taken. 5.1% share of the total vote +3.2% change in share of the votes",(UKIP),", with candidate Peter Bucklitsch",2476,"2,476",5.1,5.1
http://www.bbc.co.uk/news/politics/constituencies/E14001040,6,"Green Party (GRN) , with candidate Charles Barraball , have the following results: 1,986 total votes taken. 4.1% share of the total vote +2.9% change in share of the votes",(GRN),", with candidate Charles Barraball",1986,"1,986",4.1,4.1
http://www.bbc.co.uk/news/politics/constituencies/E14000665,1,Devizes,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000665,2,"Conservative (CON) , with candidate Claire Perry , have the following results: 28,295 total votes taken. 57.7% share of the total vote +2.7% change in share of the votes",(CON),", with candidate Claire Perry",28295,"28,295",57.7,57.7
http://www.bbc.co.uk/news/politics/constituencies/E14000665,3,"UKIP (UKIP) , with candidate David Pollitt , have the following results: 7,544 total votes taken. 15.4% share of the total vote +10.9% change in share of the votes",(UKIP),", with candidate David Pollitt",7544,"7,544",15.4,15.4
http://www.bbc.co.uk/news/politics/constituencies/E14000665,4,"Labour (LAB) , with candidate Chris Watts , have the following results: 6,360 total votes taken. 13.0% share of the total vote +2.8% change in share of the votes",(LAB),", with candidate Chris Watts",6360,"6,360",13,13
http://www.bbc.co.uk/news/politics/constituencies/E14000665,5,"Liberal Democrat (LD) , with candidate Manda Rigby , have the following results: 3,954 total votes taken. 8.1% share of the total vote -18.9% change in share of the votes",(LD),", with candidate Manda Rigby",3954,"3,954",8.1,8.1
http://www.bbc.co.uk/news/politics/constituencies/E14000665,6,"Green Party (GRN) , with candidate Emma Dawnay , have the following results: 2,853 total votes taken. 5.8% share of the total vote +4.1% change in share of the votes",(GRN),", with candidate Emma Dawnay",2853,"2,853",5.8,5.8
http://www.bbc.co.uk/news/politics/constituencies/E14001042,1,Windsor,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14001042,2,"Conservative (CON) , with candidate Adam Afriyie , have the following results: 31,797 total votes taken. 63.4% share of the total vote +2.5% change in share of the votes",(CON),", with candidate Adam Afriyie",31797,"31,797",63.4,63.4
http://www.bbc.co.uk/news/politics/constituencies/E14001042,3,"Labour (LAB) , with candidate Fiona Dent , have the following results: 6,714 total votes taken. 13.4% share of the total vote +3.5% change in share of the votes",(LAB),", with candidate Fiona Dent",6714,"6,714",13.4,13.4
http://www.bbc.co.uk/news/politics/constituencies/E14001042,4,"UKIP (UKIP) , with candidate Tariq Malik , have the following results: 4,992 total votes taken. 10.0% share of the total vote +6.7% change in share of the votes",(UKIP),", with candidate Tariq Malik",4992,"4,992",10,10
http://www.bbc.co.uk/news/politics/constituencies/E14001042,5,"Liberal Democrat (LD) , with candidate George Fussey , have the following results: 4,323 total votes taken. 8.6% share of the total vote -13.8% change in share of the votes",(LD),", with candidate George Fussey",4323,"4,323",8.6,8.6
http://www.bbc.co.uk/news/politics/constituencies/E14001042,6,"Green Party (GRN) , with candidate Derek Wall , have the following results: 1,834 total votes taken. 3.7% share of the total vote +2.4% change in share of the votes",(GRN),", with candidate Derek Wall",1834,"1,834",3.7,3.7
http://www.bbc.co.uk/news/politics/constituencies/E14001042,7,"Independent (IND) , with candidate Wisdom Da Costa , have the following results: 500 total votes taken. 1.0% share of the total vote +1.0% change in share of the votes",(IND),", with candidate Wisdom Da Costa",500,500,1,1
http://www.bbc.co.uk/news/politics/constituencies/E14000660,1,Daventry,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000660,2,"Conservative (CON) , with candidate Chris Heaton-Harris , have the following results: 30,550 total votes taken. 58.2% share of the total vote +1.7% change in share of the votes",(CON),", with candidate Chris Heaton-Harris",30550,"30,550",58.2,58.2
http://www.bbc.co.uk/news/politics/constituencies/E14000660,3,"Labour (LAB) , with candidate Abigail Campbell , have the following results: 9,491 total votes taken. 18.1% share of the total vote +2.3% change in share of the votes",(LAB),", with candidate Abigail Campbell",9491,"9,491",18.1,18.1
http://www.bbc.co.uk/news/politics/constituencies/E14000660,4,"UKIP (UKIP) , with candidate Michael Gerard , have the following results: 8,296 total votes taken. 15.8% share of the total vote +11.3% change in share of the votes",(UKIP),", with candidate Michael Gerard",8296,"8,296",15.8,15.8
http://www.bbc.co.uk/news/politics/constituencies/E14000660,5,"Liberal Democrat (LD) , with candidate Callum Delhoy , have the following results: 2,352 total votes taken. 4.5% share of the total vote -15.0% change in share of the votes",(LD),", with candidate Callum Delhoy",2352,"2,352",4.5,4.5
http://www.bbc.co.uk/news/politics/constituencies/E14000660,6,"Green Party (GRN) , with candidate Steve Whiffen , have the following results: 1,829 total votes taken. 3.5% share of the total vote +2.0% change in share of the votes",(GRN),", with candidate Steve Whiffen",1829,"1,829",3.5,3.5
http://www.bbc.co.uk/news/politics/constituencies/E14001041,1,Winchester,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14001041,2,"Conservative (CON) , with candidate Steve Brine , have the following results: 30,425 total votes taken. 55.0% share of the total vote +6.5% change in share of the votes",(CON),", with candidate Steve Brine",30425,"30,425",55,55
http://www.bbc.co.uk/news/politics/constituencies/E14001041,3,"Liberal Democrat (LD) , with candidate Jackie Porter , have the following results: 13,511 total votes taken. 24.4% share of the total vote -18.7% change in share of the votes",(LD),", with candidate Jackie Porter",13511,"13,511",24.4,24.4
http://www.bbc.co.uk/news/politics/constituencies/E14001041,4,"Labour (LAB) , with candidate Mark Chaloner , have the following results: 4,613 total votes taken. 8.3% share of the total vote +2.9% change in share of the votes",(LAB),", with candidate Mark Chaloner",4613,"4,613",8.3,8.3
http://www.bbc.co.uk/news/politics/constituencies/E14001041,5,"UKIP (UKIP) , with candidate Martin Lyon , have the following results: 4,122 total votes taken. 7.5% share of the total vote +5.4% change in share of the votes",(UKIP),", with candidate Martin Lyon",4122,"4,122",7.5,7.5
http://www.bbc.co.uk/news/politics/constituencies/E14001041,6,"Green Party (GRN) , with candidate Michael Wilks , have the following results: 2,645 total votes taken. 4.8% share of the total vote +4.8% change in share of the votes",(GRN),", with candidate Michael Wilks",2645,"2,645",4.8,4.8
http://www.bbc.co.uk/news/politics/constituencies/E14000661,1,Denton & Reddish,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000661,2,"Labour (LAB) , with candidate Andrew Gwynne , have the following results: 19,661 total votes taken. 50.8% share of the total vote -0.2% change in share of the votes",(LAB),", with candidate Andrew Gwynne",19661,"19,661",50.8,50.8
http://www.bbc.co.uk/news/politics/constituencies/E14000661,3,"Conservative (CON) , with candidate Lana Hempsall , have the following results: 9,150 total votes taken. 23.7% share of the total vote -1.2% change in share of the votes",(CON),", with candidate Lana Hempsall",9150,"9,150",23.7,23.7
http://www.bbc.co.uk/news/politics/constituencies/E14000661,4,"UKIP (UKIP) , with candidate Andrew Fairfoull , have the following results: 7,225 total votes taken. 18.7% share of the total vote +13.2% change in share of the votes",(UKIP),", with candidate Andrew Fairfoull",7225,"7,225",18.7,18.7
http://www.bbc.co.uk/news/politics/constituencies/E14000661,5,"Green Party (GRN) , with candidate Nick Koopman , have the following results: 1,466 total votes taken. 3.8% share of the total vote +3.8% change in share of the votes",(GRN),", with candidate Nick Koopman",1466,"1,466",3.8,3.8
http://www.bbc.co.uk/news/politics/constituencies/E14000661,6,"Liberal Democrat (LD) , with candidate Mark Jewell , have the following results: 957 total votes taken. 2.5% share of the total vote -15.4% change in share of the votes",(LD),", with candidate Mark Jewell",957,957,2.5,2.5
